	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ppk6	1.26337752524869	1.42612268441933	0.971445000573368	1.46804264119698	0.142092640512711	0.214477335331438
kni	455.974066973199	0.152967115733867	0.0476611821065438	3.20946961390755	0.00132980101482124	0.00362379327702788
CecC	107.895889213246	-0.715093647186831	0.305524587400974	-2.34054369656454	0.0192556849755319	0.0385073314265303
r2d2	1307.75450565125	0.247533199627303	0.030026749084086	8.2437562232967	1.66886995846726e-16	2.62152801548358e-15
CkIIbeta2	1.43099316598378	-3.68510448983046	1.39923536438933	-2.63365591209079	0.00844710435054723	0.0187222547611501
crm	269.78255678372	-0.0944040946747153	0.0664463561915388	-1.4207565333242	0.155387551105211	0.230844835928148
Acp62F	4.48500718826002	-2.18461339143051	1.11429226869561	-1.96053894727979	0.0499328303828226	0.088397611901265
w	15.0462029072055	-1.25470219209711	0.38112668458868	-3.29208696958916	0.000994468533515012	0.00280440247386707
CG11055	990.257190976977	0.285786216920723	0.0453442799419565	6.30258584515065	2.92720313656311e-10	2.53045166882405e-09
Rel	3183.67358417924	-0.307571907873754	0.0252829681912871	-12.1651819338106	4.76382784258705e-34	2.01880437684744e-32
Hsp68	2961.3147070555	-1.98164860866336	0.0329741175490739	-60.0970929916217	0	0
en	247.199234007779	0.485777689949051	0.0731967046947388	6.63660600535159	3.2098811903748e-11	3.0423675099626e-10
Ntf-2r	0.832524937505824	-2.90120406729966	2.21302412039408	-1.31096811849617	0.189868535016958	0.272076417401066
CG11788	79.3371735017432	-0.365500809950504	0.139724214413386	-2.61587307171495	0.00889996351107773	0.0196029457329929
LanB2	1007.23735447482	-0.158746219175865	0.0826903192318867	-1.91976788396108	0.0548872252433861	0.0955540793674798
Cpr56F	4.51571671512489	-0.242457747858205	0.732464687299507	-0.331016296160449	0.740632176253264	0.804686394778358
Src64B	115.537735901797	0.28729610041786	0.100601244799949	2.85579071103111	0.00429298014978805	0.0102822320342198
Eh	50.162798341495	-2.08843929754174	0.231823276877569	-9.00875583190333	2.08407319522806e-19	4.02259876852217e-18
Pros28.1A	7.04662359374243	-0.76194577500341	0.422455938087207	-1.80361004854931	0.0712924596892731	0.118737747272877
rho	683.635598564546	-0.0993207107352836	0.0633596266244439	-1.56757096003729	0.116981293767027	0.181545676443458
Cat	2468.43104980837	-0.0329131917883696	0.0517150350545686	-0.636433713206234	0.524493772930278	0.617514315084687
Hmr	26.6794685582102	0.627458448511433	0.292945499811964	2.14189481973331	0.0322019468200107	0.0601814117853394
Efhc1.2	16.5984332825962	-0.747755157303418	0.271345263965557	-2.7557332174345	0.00585607397394546	0.0135331229620868
Abd-B	0.376106419871614	-1.72093299149446	2.53753244329868	-0.678191522649981	0.497650266879708	NA
Atg9	1327.60162261153	-0.280222711572212	0.0435710234978649	-6.43140071258468	1.26433358318245e-10	1.13516202595524e-09
CG13869	260.641406495203	-0.290709751066453	0.0704284544367386	-4.12773151691947	3.66359505797331e-05	0.000142406762648901
Est-6	6549.69423769663	0.653087979301042	0.0652099341449278	10.0151608472655	1.30749053582051e-23	3.2807690155391e-22
bcd	0	NA	NA	NA	NA	NA
ms(3)K81	0.620879192374925	-0.979544535864226	1.61764542351708	-0.605537234318324	0.544822092306684	NA
DnaJ-1	12812.0341225363	-1.19093267100931	0.0417189651971242	-28.546553477108	3.09975469853978e-179	1.97041073670512e-176
nos	0.284758850309089	-0.316068784074935	3.11103197486694	-0.10159612200336	0.91907725771575	NA
Mlc1	13156.3558314017	-0.358292471245388	0.0154652232517323	-23.1676236038334	9.65844551018392e-119	2.48900751188118e-116
RpS18	9087.44289578941	-0.125097773201154	0.026372190028356	-4.74354890764269	2.10006211721324e-06	1.03004589956936e-05
Amyrel	1.22461918443237	-0.0138657852142779	0.95857515478756	-0.0144649954101416	0.988459005956983	0.99230960431668
Obp57d	8.19729686261461	0.00557126810501788	0.382989503581888	0.0145467905854153	0.988393749715503	0.99230960431668
Yp2	150.007486432347	-0.151323584379656	0.281259974657157	-0.538020329995806	0.590563013249662	0.678027493237269
rux	208.055508282276	0.0299962298923349	0.122630373327125	0.244606854554033	0.806760856105008	0.858610003860963
Pros28.1B	4.87119328847053	-5.44617521923193	1.24313491713671	-4.38100092287329	1.18135370863981e-05	5.03315800352126e-05
CG10444	158.649841044705	-0.307420162964916	0.126838126534788	-2.42372046452926	0.0153624254349256	0.031657818569703
y	2.94682796934615	-1.8898345267375	0.952808551220604	-1.98343573251574	0.0473187791077267	0.0843493286207092
plu	0.732668413963734	0.282433004608073	1.29993542967871	0.217266948926747	0.828000312811957	0.873725429688138
bap	1.32199442416966	-1.08428967319323	1.25685767992332	-0.862698848496019	0.388303065675386	0.484236166781952
Adh	19318.6465800801	-0.0560770028610794	0.0354509017108418	-1.58182162243646	0.113690297444033	0.177101288372628
Adhr	16.2109839442006	0.593119058058582	0.271601620317882	2.18378320926214	0.0289781819765847	0.0549427252230534
Cdc37	933.587479963325	0.0730674478691422	0.0387798518191304	1.88416005842233	0.0595433284284273	0.102286859191551
janA	379.051486799141	-0.122582691348055	0.0646161493100708	-1.89709062915251	0.0578159777775238	0.0997602873884708
Sry-alpha	66.1047184322841	0.103785965130619	0.13301900816172	0.780234092592537	0.435253098496743	0.530776095941481
CG16868	286.244979174867	0.118181115239931	0.0684464130655553	1.72662247657509	0.084235486573053	0.137390585780715
CG11099	262.832761664967	-0.0712103705257125	0.075435282306904	-0.943992894942677	0.345173279068191	0.440769682056409
CG9090	6716.42354474045	-0.363846018588717	0.0565946739947192	-6.42897984751476	1.28463155263585e-10	1.15230120925521e-09
GstD1	11408.906691441	-0.00866051492564971	0.0554948092023066	-0.156059909929193	0.87598579835512	0.90877212352476
ftz	0.27666773699107	-0.34077012397078	2.62471030317871	-0.129831518380555	0.896699725894705	NA
ST6Gal	493.675067184418	-0.370671293468091	0.0502920897255608	-7.37036968419505	1.70155523015396e-13	2.03478321022298e-12
qjt	2.36857216111223	-0.387541518338881	0.859114334177354	-0.451094229163307	0.651921636720981	0.732077824300383
sip1	120.024861991346	0.160344460578776	0.114620777467793	1.39891269385109	0.161839165535398	0.238986594917147
cngl	4.67005146122694	4.03746291888672	0.81910213218525	4.92913247352357	8.25955567131199e-07	4.41451027611882e-06
spict	991.386905035279	-0.17669851602909	0.0496673329010246	-3.55764051959885	0.000374200933179148	0.00116601499930169
CG11779	613.98326114436	0.0909646184680863	0.051417698693911	1.76913048967045	0.0768721007993734	0.126944142903018
CG5835	792.396377808987	-0.105555212108879	0.0424221825941581	-2.48820795286979	0.0128388636493449	0.0270538264964648
Ppcs	160.957085742841	0.445660966403491	0.108938744942504	4.09093171248395	4.29643635741041e-05	0.00016498800107897
CG6180	1673.44840366194	0.188009358917128	0.0477050051681447	3.94108245569737	8.11147347064277e-05	0.000293076542412197
MRP	6900.70193310616	-0.0486615960377795	0.0220584925962614	-2.20602544917449	0.0273822178692694	0.0523330221253725
fog	635.048322603361	-0.130705647574433	0.073315488070007	-1.78278357022769	0.0746215412606259	0.123720465296482
CG42254	1.16606036806574	-0.445938348586628	1.10269514452417	-0.404407646846998	0.68591297795562	0.760574513874501
CG16800	0.444196889859906	-0.0052998586279921	2.02169246112812	-0.00262149596434402	0.997908351239562	NA
CG13972	78.8931687127567	0.18058517883981	0.125843019159834	1.43500354684314	0.151286086889277	0.226168510662314
CG5402	6.59232206449381	-1.09254867214996	0.541327825199667	-2.01827547244033	0.0435625797120729	0.0783567624136229
side	90.2608687543177	-0.439240151261958	0.143819491180944	-3.05410725385849	0.00225731363327278	0.00582660679297671
CG3348	38.4727461779863	0.182648398538309	0.178092475473689	1.02558178301752	0.305088757864158	0.3992617768645
bigmax	690.277092030952	-0.133359645840195	0.0409349322086607	-3.25784455096715	0.00112261883640791	0.00312439305462621
mrt	1396.41144453235	-0.0408861198028101	0.038806080453631	-1.05360086163983	0.292065694548325	0.385605981378881
CG5142	1345.65887400514	0.2601446728112	0.0313902811136878	8.28742730493621	1.1572428607374e-16	1.82990226818095e-15
CG14262	7.12570788278814	-1.5493302758121	0.566296376090583	-2.73590003613987	0.00622099208934718	0.0142760913530506
CG5987	135.9749238557	-0.301006164438915	0.127408253997055	-2.36253268525187	0.0181505408203829	0.0365786151607388
CG5984	44.4056713571367	-0.303811498622861	0.161011868582901	-1.88688884426204	0.0591752778928353	0.101737517978396
CG18766	1337.2460558347	0.163869269342522	0.0333662461101887	4.9112288149335	9.05073965424362e-07	4.79437792240072e-06
Ser	35.4595294135667	-0.288331959044534	0.19616010023263	-1.469880769344	0.141594048781983	0.213792439451498
CG6051	3334.69551617823	-0.431205283397897	0.0621454627954646	-6.93864465724707	3.95879494032439e-12	4.09849183018383e-11
CG6059	24.9894577024629	-1.53902667175922	0.328632418227905	-4.68312493349914	2.82534188950132e-06	1.35511242034181e-05
CG6066	129.104129390897	-0.0166006032648074	0.0953849730726274	-0.174037929980517	0.861835653265521	0.898491466639705
gb	379.284277230591	0.0703685974533161	0.0559941337844746	1.2567137429819	0.208857309869114	0.293844085521587
CG6074	108.619769682746	-0.201534379420769	0.120533887192793	-1.67201427013149	0.0945215081676687	0.15139579450773
CG5122	5.81159992637945	-3.1249539239476	1.05621871129791	-2.9586239010172	0.00309015989041623	0.00765316222210876
Cpr97Eb	2410.67180647741	0.0148961690911405	0.0526895878800216	0.282715612144477	0.777394847534217	0.835677550308767
spz	276.161860411251	0.00148597083312554	0.0705968546267685	0.0210486832732361	0.983206820628357	0.987973130434332
Nep5	89.8439094962986	0.450161169206841	0.106137154823773	4.24131558787565	2.22213426698342e-05	9.02771633391004e-05
CG6283	41.6629404104174	-7.55570720923858	0.859403122442781	-8.79180795592424	1.47172182227602e-18	2.65774007109884e-17
Pk34A	1.40171575939059	-1.90161552227839	1.24065722696862	-1.53274851501468	0.125337830474957	0.192323175664421
CG6295	0.472186030534834	-2.04503305666577	2.45123213177167	-0.8342877976178	0.404118826337908	NA
CG6296	0.0808059824560028	0.103358529049317	3.11653965008542	0.0331645159869806	0.973543394687456	NA
CG31075	12076.7076003952	0.265540165227654	0.030144958054999	8.80877540924687	1.26520388031493e-18	2.2978512378672e-17
Gr97a	2.47091079943022	-0.189686156611168	0.826041917838744	-0.229632604005694	0.818377269463751	0.866736339479825
Tsp97E	1222.95293625721	-0.0605346146936003	0.0358745118728239	-1.68739897864526	0.0915266601037832	0.147217730109577
CG6330	3201.55408547083	0.24652205743271	0.0275369429185736	8.95241197113538	3.47798208759846e-19	6.59295411635215e-18
Ets97D	225.998048610455	0.430372364779896	0.0716379532864725	6.00760274457986	1.88286487983932e-09	1.47156693682524e-08
CG5204	1.7840564201139	-1.37461601050683	1.02098625587874	-1.34636093541116	0.178186142860381	0.258325204831038
ro	10.0608999498771	0.537565736724995	0.393873494963123	1.36481825662152	0.172310179247805	0.251681611386002
Rb97D	731.264884679789	0.326669435413136	0.0462059678240984	7.06985376124433	1.55097056644544e-12	1.67101744079743e-11
BM-40-SPARC	8158.89098757538	-0.126546576401934	0.0417851943820438	-3.02850275733823	0.00245768834407962	0.0062809054839987
ball	65.5477833466983	-0.0546395287194889	0.141645718897847	-0.385747830182528	0.699683435841457	0.771738757626504
Lerp	946.944903798183	-0.0469614685381127	0.0363304843277945	-1.29261884081697	0.196142920008405	0.279262765757823
CG6403	0.447190381863292	-1.14075036527121	1.64139591163821	-0.694987941168119	0.487062858736362	NA
CG6420	809.639042343254	-0.205641370914582	0.0518246776804494	-3.96802025827473	7.24721745707353e-05	0.000264962494069004
Sir2	1071.18393400111	0.115088148672417	0.0360549900174281	3.19201721084339	0.00141282913954493	0.00382490796296449
CG6425	4.09536717086839	-0.603594742740043	0.574201110360611	-1.05119048334994	0.293171113107231	0.386744128870704
amon	842.058493360278	-0.00820970706895273	0.0513439249349021	-0.159896367084551	0.872962710347027	0.906297980561787
TwdlQ	0.339210762454483	-1.58904477143348	1.96125235868632	-0.810219431678774	0.417814071272441	NA
TwdlK	0.0775042536133832	0.103358529049317	3.11653965008542	0.0331645159869806	0.973543394687456	NA
TwdlO	0.117796308078578	-0.377532811516092	3.11653965008542	-0.121138459286326	0.903581367362977	NA
TwdlP	0.834280159156222	0.628687001488805	1.29235092554268	0.486467714815778	0.626635590387383	0.710861626741515
CG6490	40.9200981943086	1.14616370275178	0.186716652690745	6.1385189067745	8.32944005669654e-10	6.84234903189957e-09
Pdf	27.2018962734999	-2.33317666373086	0.318710191369726	-7.32068420436611	2.46709800773532e-13	2.89701718026555e-12
CG6503	294.26837876959	-1.51847740605737	0.13656162123069	-11.1193569054972	1.00997358267974e-28	3.29797880508607e-27
CG14239	4.21908377255143	0.706419592009326	0.609757154659171	1.15852612242686	0.246649397761679	0.335157760817673
CG6036	12.8594448646882	0.636176919902979	0.541625218067329	1.1745703462129	0.240166652824892	0.328266776761088
Ald	14460.3185925465	-0.195385902599923	0.0161744282092087	-12.07992641673	1.34840345021693e-33	5.61442222612157e-32
CG5439	334.072972739628	0.166476388592797	0.0639604174129576	2.60280334817	0.00924649742748461	0.020291220476655
CG6073	170.77885508465	0.12163288796305	0.0821074598053751	1.48138656647477	0.138503592364071	0.20969065627047
dys	77.3887318457972	0.301345109792619	0.118376549437714	2.5456487051194	0.0109074894885738	0.0234399171227296
CG14551	20.9441465914524	0.424039888104991	0.350494838696974	1.20983204683251	0.226343346478064	0.31377003415456
RpL34a	2020.67780068558	-0.0299242552306323	0.0303078766158645	-0.987342518577119	0.323474753300157	0.418044425686771
CG14550	184.139623162838	0.173328255394821	0.0784318946274673	2.20992054594739	0.0271106770374551	0.0519181172026782
Sld5	8.14255438294761	-0.555723159119489	0.407839796700459	-1.36260159899904	0.173008104636912	0.252339902952776
Dak1	1828.77145608511	0.0141263915442339	0.02622154625582	0.538732209245611	0.590071645694511	0.677544935175477
CG5287	663.027093088687	0.0551655034506976	0.0432491562025402	1.27552785521067	0.202122471295888	0.286195094120328
E(spl)m5-HLH	3.27498490221644	0.688288927338137	0.577470835527649	1.19190249098767	0.23329948134968	0.320858294341439
E(spl)m4-BFM	0	NA	NA	NA	NA	NA
E(spl)m2-BFM	175.773048729491	0.0642565447678341	0.0890117104488974	0.721888664354163	0.470362931134473	0.564707951192043
E(spl)mbeta-HLH	1029.14999806593	-0.120130694237749	0.0478296641611267	-2.51163574624018	0.0120173057493294	0.0255143643553453
CcapR	6.53265387193962	-1.46727647879988	0.448757937195929	-3.26963905745752	0.00107684793906083	0.00301018619142335
CG14546	5.86371955263792	-5.19952497935605	1.82805044916612	-2.84430059450923	0.00445090356935182	0.0106124945070692
Tsp96F	131.175708059458	0.287265168402417	0.103727657457423	2.76941729374667	0.00561566597133344	0.0130502985709638
CG14545	0.117334960499894	-0.377532811516092	3.11653965008542	-0.121138459286325	0.903581367362977	NA
Mst57Da	8.56793508361128	-5.7531013636512	2.4707469093413	-2.32848671869227	0.0198862736717063	0.0396105325798454
CG5458	188.811533837436	-0.518671547737691	0.0861508974105552	-6.02050081110523	1.73878234785712e-09	1.36455059150762e-08
Mst57Dc	3.0992938416075	-3.20779675323068	1.37551698514962	-2.3320662615313	0.0196972055986707	0.0392749593022429
CG31093	1.29861552486179	-2.95114565555886	1.51266667508556	-1.95095568915864	0.0510623171048366	0.0900960757947108
CG31380	14.6601761701406	-1.1903457507174	0.472761704370004	-2.51785569709721	0.0118071683725343	0.0251297657214541
CG4960	3.57422643261789	-4.99763674936921	1.49549875537571	-3.34178596364906	0.00083241222030244	0.00239428371661652
CG4956	2.45851879829384	-4.46341886068434	1.40275182216726	-3.1819020229739	0.00146311305263653	0.0039431268956725
CG17195	2.01028950028331	-4.17019310257062	1.70499831425452	-2.44586347546857	0.0144505708341309	0.0300318641899386
Edem2	1143.46895126227	-0.0315747277937587	0.0422610579688169	-0.747135289823001	0.454981900129145	0.549911575324046
CLS	584.011423978623	0.0991804900777738	0.0502799681409775	1.97256469613677	0.0485451785630007	0.0862131267644276
RpL27	7516.39433074671	-0.0908088628795113	0.0240746976881288	-3.77196274926804	0.000161968440681084	0.000543121880869903
CG4743	148.485816993353	0.23158491915882	0.10659486492778	2.17257106442908	0.0298126156595614	0.056256340849776
CG4730	3.43981001280596	-0.699753143230016	0.616155111764305	-1.13567692593889	0.25609180088835	0.345526435753561
tankyrase	401.599573875175	0.0364931662234659	0.07818815627577	0.466735218755566	0.640689328984321	0.722527823993554
Ssadh	1325.14296397173	-0.289300437804144	0.0360020693029448	-8.03566137739979	9.307546775191e-16	1.36534551540686e-14
Npl4	1081.18420364278	-0.256699071601603	0.0363479559792308	-7.06226979443579	1.63804548531514e-12	1.75689130511585e-11
Pect	5793.80685064651	-0.0902965091374436	0.0236488342781667	-3.81822241533521	0.000134416715745686	0.00046169430282245
CG4582	3.66698419055388	2.70008460246761	0.714229047165442	3.78041835904522	0.00015656505369597	0.000528425709410149
Dhap-at	1111.77217427908	0.0504745946365948	0.045773842315473	1.10269516569582	0.270159566870151	0.361134371247286
XNP	944.913916233582	0.189208577567637	0.0381456751941273	4.9601580416321	7.04358509747145e-07	3.8137753494827e-06
CG4553	128.354067473961	0.283218563695567	0.0926063077157413	3.05830748122382	0.00222591052181851	0.00575466411055115
Vps33B	369.759241784858	-0.0758886779488955	0.0568555685902684	-1.33476244861413	0.181954107345465	0.262669555418472
MED28	249.224344311772	0.277917507552851	0.0841190542404412	3.30385915607737	0.000953637293841784	0.00270220849830057
CG5116	446.587954249663	0.204459108271943	0.0495735068101671	4.12436241508762	3.71763136096361e-05	0.000144389470577548
CG5112	2534.3582346254	-0.448287551311364	0.0288119168458413	-15.5591019406982	1.38021917848335e-54	1.15442016375779e-52
CG5107	0.556791105344587	-1.48183626088253	1.61609207573387	-0.916925640025571	0.359181607158183	NA
CG5111	5.52223416268771	-4.10422655484933	1.23229110793809	-3.33056574733924	0.000866696933405419	0.00248017864946599
msi	238.376234535341	0.620176714536395	0.0791120625165169	7.83921812690593	4.53360420716749e-15	6.3291238821877e-14
CG5079	128.832841725328	-0.0941276775559899	0.109334596099022	-0.860913936799478	0.38928544519243	0.48489049247679
jigr1	1856.77448948279	0.105609813572974	0.0266800218965599	3.95838556589009	7.54580784927385e-05	0.000274406093984844
RASSF8	1116.5277662805	0.00349395447384143	0.0321464413055258	0.108688686272743	0.913449415736851	0.935726276219475
Lgr3	8.27656699853606	-0.464340433189216	0.375738189485111	-1.23580845967646	0.216529769686615	0.302749456688171
CG5039	14.3048811321571	0.56083441325477	0.351611136722775	1.5950416658644	0.11070291874383	0.173013002822885
CG5028	3714.35922291708	-0.0371604703451873	0.0246707375245921	-1.50625696974585	0.132001219801378	0.201123622691937
CG5024	11.167910938168	-3.50396243542679	0.872626905808154	-4.01541874551955	5.93403408565409e-05	0.000220502786464192
CG17770	2.92873081993698	-4.71235232040946	1.47942041220322	-3.18526923215262	0.0014461939421281	0.00390415040718897
Acam	10.3308932886223	-5.04533833358391	1.10337302628661	-4.57264969632614	4.81594920959928e-06	2.21943333559832e-05
CG14354	4.33324213730159	-0.497454583117937	0.657307433683629	-0.756806568168782	0.449165757214303	0.544400088348593
alpha4GT2	0.700567922712955	-0.355898802034908	1.43049081999994	-0.248794887082829	0.803519446296307	0.85657406089008
CG16812	357.020485074756	-0.00796007152336287	0.0570919234239627	-0.139425527219527	0.889113901560125	0.918693221865604
CG5886	484.513116917335	-0.101916552168069	0.0586839354755211	-1.73670275079935	0.0824396519723395	0.134807422664424
CG5890	47.4945980571647	0.706064579089522	0.16405638514746	4.30379212887622	1.67899206957136e-05	6.98176597617224e-05
SppL	673.23430178728	0.103996318843831	0.0431487692540371	2.41018042094214	0.0159446333787406	0.0327091392569475
Lnk	859.107747569558	-0.159853311744596	0.046131219540172	-3.46518720593094	0.000529862501596633	0.00159931590779484
CG5913	261.491790167326	0.129072678688956	0.0907512826517244	1.42226836819813	0.154948357969437	0.230416811172579
CG5948	9958.22264699121	0.502833138421326	0.0327185338410445	15.3684496030362	2.66469687311798e-53	2.19033488665345e-51
MCO3	111.073247261862	0.852377589264048	0.106610870178667	7.99522213668796	1.29340458103401e-15	1.88572059329653e-14
CG31091	15.0410204284217	-0.464236155969295	0.281245726584344	-1.65064252391431	0.0988115903933915	0.156772992080195
CG31089	22.7083683815199	-1.28976914759005	0.296504204831486	-4.34991857307072	1.36188093069789e-05	5.74835532279965e-05
CG16813	0.155565558396062	-0.377532811516092	3.11653965008542	-0.121138459286326	0.903581367362977	NA
CR34024	0.0775042536133832	0.103358529049317	3.11653965008542	0.0331645159869806	0.973543394687456	NA
CG14540	31.3889969500659	-2.32989633565458	0.657942261519815	-3.5411866236904	0.000398331724826442	0.00123234685146662
CG16815	0	NA	NA	NA	NA	NA
E(spl)mdelta-HLH	1.70388573827338	1.02681408568416	0.894031687478545	1.1485209082243	0.250753586737289	0.339284156313332
E(spl)mgamma-HLH	0.827169141412689	1.57003116424619	1.22650651199658	1.28008383884599	0.20051565179972	0.284257618184706
E(spl)malpha-BFM	11.9140966434176	0.300410871326687	0.30316555599931	0.990913596158564	0.321727772793836	0.416238034408307
Kaz-m1	5.24515591353077	-3.54796756645639	0.84049347075757	-4.22129105090901	2.42907056233119e-05	9.78503921074267e-05
E(spl)m3-HLH	519.156596307467	0.204240409855885	0.0665615952432355	3.06844223173333	0.00215177926851342	0.00557836196989545
E(spl)m6-BFM	1.60437471426285	1.10440894358905	0.870379089536245	1.26888267062746	0.204482913885446	0.288808263056988
E(spl)m7-HLH	29.9681695807099	0.133424739221735	0.198993486075522	0.670498024096617	0.502540365614298	0.596801891410179
Prosalpha6T	5.20893953196066	-4.52705872023219	1.0999614361051	-4.11565221437422	3.86086101397333e-05	0.00014940466626719
E(spl)m8-HLH	0.469493165821462	-0.229401732184531	1.95388303300307	-0.11740811927311	0.906536650323764	NA
gro	1117.92316571892	-0.165237776756515	0.0333399888582987	-4.95614373054552	7.19060320744355e-07	3.87577171186966e-06
vps2	1452.48236958313	-0.0997657092221664	0.0296330540074755	-3.36670358704839	0.00076072407381316	0.00220471247532173
CG14543	184.73010853733	0.332220689103658	0.0800966688171189	4.14774664177611	3.35763668201237e-05	0.000131640895407023
CG14544	15.940998726223	0.335044861255418	0.32754598928689	1.02289410407636	0.306357917469831	0.400647749701665
CG6142	53.6423289930061	-0.343463904859747	0.188991156635303	-1.81735437241929	0.0691628694433098	0.115901456093451
CG5867	47779.3783725977	-0.084440074992095	0.0179742007607507	-4.69784866187108	2.62916121183671e-06	1.2667535197e-05
CG31323	85.1957345064581	0.308018776558701	0.117483720757293	2.62179963805394	0.00874668362266263	0.0193099394170151
CG12290	712.413737462572	0.240591136842305	0.0492299457637728	4.88708921185426	1.02337728879015e-06	5.37921854940138e-06
CG6154	15.1235454187678	0.0602314977347133	0.272169167367532	0.221301693785828	0.824857531227675	0.871373427903377
CG33970	13071.3762899752	-0.0814603248772426	0.0796743945497819	-1.02241536114021	0.306584353184082	0.400888892980008
CG5432	19.3466106484899	-1.30088579434968	0.381532051528269	-3.40963698629994	0.000650494005901369	0.00191848448693769
tx	408.372086310907	-0.556952030204284	0.0613310439057346	-9.08107859798237	1.07504155655189e-19	2.11787628961203e-18
Hex-t1	5.87553839254599	-1.29967296958149	0.65719253013951	-1.97761372805864	0.0479722993848306	0.085386573573709
Hex-t2	23.4244390355714	-4.18542501716442	0.771248749131199	-5.42681595513671	5.73682285029481e-08	3.72366275545003e-07
CG5945	13989.5886962557	-0.0136918053418746	0.058754730889141	-0.233033240637396	0.8157355939252	0.864706935861788
CG5447	340.438948162936	0.0457298957491691	0.0553006907675199	0.826931727515199	0.408275759143844	0.50485142827604
CG14237	0.318887527866166	0.584259230866435	2.55419779357683	0.22874470893981	0.819067343204868	NA
CG14238	6.47053084160939	-1.45272293760713	0.490029803519812	-2.96456037402712	0.00303115758426585	0.00753247004586261
CG5455	2410.89059896972	-0.0248127990625992	0.0284482749465839	-0.872207510268693	0.383095183117146	0.479381660452975
scrib	1617.45076366119	0.0153716676715412	0.0469658493674128	0.327294574219002	0.743445095807274	0.806731420111797
TwdlM	0.766780907691674	0.951191655813636	1.21897590424937	0.780320310268452	0.435202360878869	0.530776095941481
TwdlJ	0	NA	NA	NA	NA	NA
TwdlN	3.91904802183136	1.2242087040155	0.59221644115318	2.06716433206698	0.0387186718734216	0.0707381751893226
CG16820	33.0279785054122	-0.226660714075291	0.210455556496649	-1.07700037883723	0.28148009644698	0.373387968784356
TwdlH	0	NA	NA	NA	NA	NA
TwdlR	0.10344184817319	1.06514354564221	3.11653965008542	0.341771215910254	0.732523072954119	NA
TwdlS	0.104122408605994	1.06514354564221	3.11653965008542	0.341771215910254	0.732523072954119	NA
TwdlD	0	NA	NA	NA	NA	NA
Tb	334.931208128439	1.09173863852128	0.0737788122374078	14.7974547897065	1.5213117297105e-49	1.0665961281463e-47
CG5484	814.657712501645	0.260140217583558	0.0442938336889139	5.87305717113097	4.27830843786432e-09	3.22196509587202e-08
CG14244	0.299422970297956	-0.359692142565682	2.02527253723127	-0.177601846642039	0.859035674190779	NA
CG14245	4.52949037122743	-4.81042406457505	0.925360105892453	-5.19843467850356	2.0097372359754e-07	1.19767778406409e-06
CG14246	51.5658561414824	0.446935666461269	0.143081349652659	3.12364726462421	0.0017862445333393	0.0047049286257984
CG14247	0.104122408605994	1.06514354564221	3.11653965008542	0.341771215910254	0.732523072954119	NA
CG31728	2.76627357749629	-0.28778067104604	0.703061676360504	-0.409324929408436	0.68230122307246	0.757450478751415
Tl	130.909122919431	0.810712003187276	0.11363854158722	7.13412889556521	9.74020250856294e-13	1.07119758845614e-11
IntS12	62.0849664907682	0.476310598438081	0.134941695561635	3.52975110069316	0.000415950781979057	0.00128310925466526
